1,67.82
1,68.86
1,66.96
1,67.79
1,68.72
2,110.27
2,112.71
2,111.51
2,112.14
2,113.32
4,227.99
4,230.28
4,230.27
4,233.74
4,223.36
8,422.06
8,423.28
8,451.01
8,455.03
8,455.51
16,933.18
16,1015.32
16,923.87
16,915.55
16,928.24
