1,136.25
1,136.60
1,136.25
1,136.19
1,134.83
2,231.33
2,232.13
2,246.96
2,232.51
2,258.12
4,518.18
4,524.56
4,528.02
4,524.97
4,525.85
8,1034.69
8,1017.34
8,1038.59
8,1042.09
8,1037.50
16,1919.84
16,1922.10
16,1926.55
16,1943.30
16,1919.32
