1,126.46
1,126.91
1,126.08
1,126.03
1,127.56
2,220.49
2,249.46
2,221.34
2,219.16
2,217.79
4,461.85
4,463.73
4,458.24
4,463.11
4,461.38
8,888.17
8,886.70
8,879.36
8,881.49
8,884.35
16,1088.07
16,1214.47
16,1201.43
16,1205.49
16,1030.14
