1,,65.024928
1,,64.947509
1,,65.079029
1,,64.921242
1,,65.138190
2,,125.022973
2,,124.472626
2,,125.287943
2,,125.278632
2,,125.224357
4,,254.036055
4,,254.582229
4,,254.725199
4,,255.031261
4,,254.617673
6,,379.162132
6,,379.082224
6,,379.452915
6,,378.622459
6,,376.816201
8,,468.900940
8,,469.180756
8,,469.011818
8,,468.772213
8,,469.044775
12,,711.629745
12,,711.221310
12,,693.236766
12,,715.094478
12,,710.476759
16,,872.595653
16,,869.774093
16,,875.721663
16,,869.313395
16,,871.720872
24,,1090.142563
24,,1078.404879
24,,1092.946099
24,,1096.439965
24,,1101.926927
