1,,136.327841
1,,136.440819
1,,136.197489
1,,136.000108
1,,136.029605
2,,136.339780
2,,136.054724
2,,136.253579
2,,136.284166
2,,136.515833
4,,136.350343
4,,136.378412
4,,136.261186
4,,136.503429
4,,136.088023
6,,136.275242
6,,136.282503
6,,136.208625
6,,136.208929
6,,136.290120
8,,136.201360
8,,135.824188
8,,136.107930
8,,134.968876
8,,136.310418
12,,135.027050
12,,136.378400
12,,136.348613
12,,136.367544
12,,136.372150
16,,136.541957
16,,135.903218
16,,136.485141
16,,135.836663
16,,136.493129
24,,136.086215
24,,135.001636
24,,136.066779
24,,135.928644
24,,136.054536
