1,,68.653818
1,,68.009569
1,,68.515726
1,,68.269495
1,,67.905335
2,,68.001127
2,,68.450102
2,,67.630059
2,,68.724933
2,,68.694012
4,,68.543183
4,,68.267310
4,,68.361222
4,,68.020770
4,,67.650213
6,,68.498899
6,,68.619338
6,,68.609895
6,,67.366725
6,,67.955896
8,,68.196690
8,,68.524993
8,,67.723889
8,,68.535380
8,,68.710602
12,,68.688465
12,,67.942580
12,,68.618033
12,,68.770403
12,,67.909465
16,,68.405324
16,,68.509503
16,,68.681339
16,,67.227646
16,,68.100681
24,,68.568075
24,,68.251863
24,,68.081718
24,,67.888948
24,,68.415452
