1,,125.328690
1,,126.156485
1,,125.599326
1,,126.586033
1,,126.261687
2,,250.186983
2,,245.911184
2,,248.223948
2,,243.418840
2,,245.118025
4,,486.055660
4,,489.222771
4,,492.962447
4,,492.812475
4,,490.927265
6,,726.011765
6,,723.998976
6,,729.471210
6,,727.217241
6,,728.725500
8,,883.921908
8,,881.691988
8,,880.203082
8,,887.898660
8,,887.267579
12,,1336.553522
12,,1321.834662
12,,1327.432151
12,,1328.098550
12,,1336.370001
16,,1669.151455
16,,1658.976173
16,,1679.106980
16,,1676.324778
16,,1155.341747
24,,2101.923233
24,,2099.137107
24,,2103.447179
24,,2093.331012
24,,2099.904890
