1	5000	5000	5000		136.25
2	5000	5000	5000		136.60
3	5000	5000	5000		136.25
4	5000	5000	5000		136.19
5	5000	5000	5000		134.83
1	5000	5000	5000		231.33
2	5000	5000	5000		232.13
3	5000	5000	5000		246.96
4	5000	5000	5000		232.51
5	5000	5000	5000		258.12
1	5000	5000	5000		518.18
2	5000	5000	5000		524.56
3	5000	5000	5000		528.02
4	5000	5000	5000		524.97
5	5000	5000	5000		525.85
1	5000	5000	5000		1034.69
2	5000	5000	5000		1017.34
3	5000	5000	5000		1038.59
4	5000	5000	5000		1042.09
5	5000	5000	5000		1037.50
1	5000	5000	5000		1919.84
2	5000	5000	5000		1922.10
3	5000	5000	5000		1926.55
4	5000	5000	5000		1943.30
5	5000	5000	5000		1919.32
