1000,,34.53
1000,,56.73
1000,,57.22
1000,,56.93
1000,,56.59
2000,,65.16
2000,,64.93
2000,,64.96
2000,,65.07
2000,,63.59
3000,,67.47
3000,,65.95
3000,,66.76
3000,,66.81
3000,,65.34
4000,,67.85
4000,,67.82
4000,,65.83
4000,,68.27
4000,,67.51
5000,,68.29
5000,,68.05
5000,,66.77
5000,,68.31
5000,,68.38
6000,,67.29
6000,,68.27
6000,,68.31
6000,,63.59
6000,,68.40
8000,,68.44
8000,,65.95
8000,,65.46
8000,,68.26
8000,,66.18
10000,,66.04
10000,,68.02
10000,,68.38
10000,,68.00
10000,,68.80
12000,,68.43
12000,,67.97
12000,,68.36
12000,,65.99
12000,,68.49
1000,,49.07
1000,,58.52
1000,,51.50
1000,,51.45
1000,,58.52
2000,,65.21
2000,,65.32
2000,,65.36
2000,,65.24
2000,,65.26
3000,,67.68
3000,,67.69
3000,,67.54
3000,,67.71
3000,,66.49
4000,,68.36
4000,,68.26
4000,,68.47
4000,,68.45
4000,,67.89
5000,,68.43
5000,,68.56
5000,,68.59
5000,,67.63
5000,,67.71
6000,,68.97
6000,,67.66
6000,,69.11
6000,,68.97
6000,,69.02
8000,,69.26
8000,,69.01
8000,,69.41
8000,,69.48
8000,,68.78
10000,,69.26
10000,,69.09
10000,,69.31
10000,,59.67
10000,,68.01
12000,,69.24
12000,,69.05
12000,,69.21
12000,,68.46
12000,,67.72
14000,,66.59
14000,,68.82
14000,,68.89
14000,,68.71
14000,,68.85
16000,,68.60
16000,,68.64
16000,,68.44
16000,,68.69
16000,,68.67
18000,,68.63
18000,,68.51
18000,,68.30
18000,,68.18
18000,,68.46
