1000,,325.05
1000,,313.91
1000,,313.07
1000,,296.77
1000,,309.01
2000,,562.12
2000,,567.24
2000,,567.74
2000,,557.09
2000,,568.04
3000,,620.67
3000,,625.72
3000,,622.30
3000,,624.28
3000,,631.73
4000,,656.54
4000,,656.61
4000,,659.18
4000,,657.24
4000,,656.31
5000,,667.42
5000,,673.94
5000,,670.60
5000,,670.12
5000,,668.93
6000,,696.72
6000,,698.21
6000,,689.02
6000,,696.17
6000,,697.80
8000,,697.58
8000,,699.14
8000,,698.49
8000,,698.98
8000,,691.59
10000,,706.04
10000,,704.95
10000,,696.46
10000,,705.39
10000,,705.20
12000,,718.18
12000,,718.04
12000,,716.81
12000,,719.59
12000,,714.74
1000,,351.02
1000,,342.35
1000,,339.79
1000,,351.02
1000,,357.01
2000,,603.20
2000,,599.53
2000,,543.68
2000,,576.04
2000,,595.60
3000,,661.22
3000,,658.69
3000,,662.44
3000,,665.53
3000,,665.63
4000,,707.81
4000,,706.97
4000,,709.22
4000,,704.92
4000,,706.59
5000,,710.68
5000,,708.14
5000,,710.11
5000,,709.96
5000,,711.62
6000,,731.43
6000,,729.90
6000,,731.40
6000,,732.57
6000,,726.93
8000,,736.46
8000,,735.33
8000,,736.90
8000,,738.60
8000,,737.65
10000,,742.05
10000,,737.88
10000,,740.55
10000,,740.61
10000,,723.90
12000,,747.10
12000,,736.35
12000,,747.96
12000,,749.71
12000,,751.31
14000,,749.62
14000,,755.33
14000,,754.43
14000,,749.78
14000,,752.88
16000,,737.01
16000,,727.76
16000,,724.30
16000,,736.67
16000,,731.76
18000,,731.04
18000,,736.82
18000,,738.30
18000,,740.81
18000,,740.41
