1000,,112.53
1000,,113.25
1000,,110.23
1000,,84.19
1000,,65.93
2000,,129.19
2000,,129.05
2000,,128.85
2000,,128.91
2000,,128.81
3000,,133.34
3000,,133.41
3000,,133.42
3000,,132.13
3000,,133.37
4000,,135.45
4000,,135.45
4000,,135.19
4000,,135.20
4000,,134.77
5000,,136.14
5000,,136.15
5000,,136.47
5000,,136.55
5000,,134.78
6000,,137.18
6000,,137.18
6000,,136.96
6000,,137.09
6000,,136.82
8000,,136.20
8000,,136.99
8000,,137.17
8000,,137.59
8000,,137.33
10000,,137.78
10000,,137.42
10000,,137.49
10000,,137.82
10000,,137.67
12000,,138.23
12000,,137.88
12000,,138.36
12000,,137.82
12000,,138.15
14000,,137.91
14000,,136.92
14000,,137.74
14000,,138.13
14000,,138.07
16000,,137.66
16000,,138.03
16000,,138.03
16000,,137.86
16000,,137.69
18000,,135.83
18000,,137.58
18000,,137.64
18000,,136.42
18000,,137.71
