1	5000	5000	5000		67.14
2	5000	5000	5000		67.73
3	5000	5000	5000		67.66
4	5000	5000	5000		60.14
5	5000	5000	5000		66.88
1	5000	5000	5000		68.13
2	5000	5000	5000		68.51
3	5000	5000	5000		68.72
4	5000	5000	5000		68.23
5	5000	5000	5000		67.72
1	5000	5000	5000		68.57
2	5000	5000	5000		68.34
3	5000	5000	5000		68.68
4	5000	5000	5000		68.75
5	5000	5000	5000		68.02
1	5000	5000	5000		68.81
2	5000	5000	5000		67.94
3	5000	5000	5000		67.76
4	5000	5000	5000		68.62
5	5000	5000	5000		68.73
1	5000	5000	5000		67.33
2	5000	5000	5000		68.74
3	5000	5000	5000		67.75
4	5000	5000	5000		68.61
5	5000	5000	5000		68.51
