1	5000	5000	5000		64.925664
2	5000	5000	5000		64.904734
3	5000	5000	5000		65.131984
4	5000	5000	5000		65.072227
5	5000	5000	5000		65.125625
1	5000	5000	5000		108.359124
2	5000	5000	5000		108.314535
3	5000	5000	5000		109.769780
4	5000	5000	5000		108.136761
5	5000	5000	5000		108.899685
1	5000	5000	5000		229.504335
2	5000	5000	5000		229.514022
3	5000	5000	5000		229.382990
4	5000	5000	5000		229.676455
5	5000	5000	5000		230.681464
1	5000	5000	5000		337.019235
2	5000	5000	5000		336.738336
3	5000	5000	5000		338.150274
4	5000	5000	5000		337.598586
5	5000	5000	5000		338.020586
1	5000	5000	5000		466.339453
2	5000	5000	5000		466.967259
3	5000	5000	5000		467.148383
4	5000	5000	5000		468.132772
5	5000	5000	5000		467.645699
1	5000	5000	5000		675.925865
2	5000	5000	5000		678.293765
3	5000	5000	5000		679.454068
4	5000	5000	5000		679.113644
5	5000	5000	5000		678.617538
1	5000	5000	5000		873.044404
2	5000	5000	5000		873.406325
3	5000	5000	5000		871.834595
4	5000	5000	5000		873.907440
5	5000	5000	5000		870.918130
1	5000	5000	5000		1092.263216
2	5000	5000	5000		850.117290
3	5000	5000	5000		1105.619171
4	5000	5000	5000		1106.841193
5	5000	5000	5000		1099.548610
