1	5000	5000	5000		135.94
2	5000	5000	5000		134.71
3	5000	5000	5000		135.95
4	5000	5000	5000		136.16
5	5000	5000	5000		134.60
1	5000	5000	5000		136.24
2	5000	5000	5000		136.14
3	5000	5000	5000		135.58
4	5000	5000	5000		135.84
5	5000	5000	5000		134.63
1	5000	5000	5000		136.39
2	5000	5000	5000		136.07
3	5000	5000	5000		136.12
4	5000	5000	5000		136.13
5	5000	5000	5000		135.85
1	5000	5000	5000		136.12
2	5000	5000	5000		134.82
3	5000	5000	5000		135.35
4	5000	5000	5000		135.82
5	5000	5000	5000		135.63
1	5000	5000	5000		135.97
2	5000	5000	5000		136.21
3	5000	5000	5000		136.23
4	5000	5000	5000		135.37
5	5000	5000	5000		136.23
