1	1000	1000	1000		503.19
2	1000	1000	1000		515.96
3	1000	1000	1000		201.13
4	1000	1000	1000		484.52
5	1000	1000	1000		514.34
1	1500	1500	1500		715.63
2	1500	1500	1500		711.23
3	1500	1500	1500		602.75
4	1500	1500	1500		734.23
5	1500	1500	1500		753.55
1	2000	2000	2000		804.24
2	2000	2000	2000		617.30
3	2000	2000	2000		801.49
4	2000	2000	2000		810.31
5	2000	2000	2000		807.27
1	3000	3000	3000		870.15
2	3000	3000	3000		926.06
3	3000	3000	3000		931.34
4	3000	3000	3000		699.92
5	3000	3000	3000		949.41
1	4000	4000	4000		927.28
2	4000	4000	4000		941.01
3	4000	4000	4000		963.48
4	4000	4000	4000		944.26
5	4000	4000	4000		959.20
1	5000	5000	5000		878.16
2	5000	5000	5000		862.41
3	5000	5000	5000		869.61
4	5000	5000	5000		868.89
5	5000	5000	5000		920.43
1	6000	6000	6000		887.16
2	6000	6000	6000		776.49
3	6000	6000	6000		809.10
4	6000	6000	6000		888.28
5	6000	6000	6000		887.54
1	8000	8000	8000		950.11
2	8000	8000	8000		885.03
3	8000	8000	8000		962.24
4	8000	8000	8000		889.88
5	8000	8000	8000		942.06
1	10000	10000	10000		976.66
2	10000	10000	10000		783.86
3	10000	10000	10000		990.65
4	10000	10000	10000		919.26
5	10000	10000	10000		952.35
1	12000	12000	12000		931.61
2	12000	12000	12000		938.73
3	12000	12000	12000		781.00
4	12000	12000	12000		856.70
5	12000	12000	12000		952.81
