1	1000	1000	1000		642.98
2	1000	1000	1000		566.24
3	1000	1000	1000		742.46
4	1000	1000	1000		793.41
5	1000	1000	1000		334.88
1	1500	1500	1500		1254.06
2	1500	1500	1500		538.58
3	1500	1500	1500		831.09
4	1500	1500	1500		1221.53
5	1500	1500	1500		1316.54
1	2000	2000	2000		1526.04
2	2000	2000	2000		1581.87
3	2000	2000	2000		1507.54
4	2000	2000	2000		1498.02
5	2000	2000	2000		1203.48
1	3000	3000	3000		1796.47
2	3000	3000	3000		1724.29
3	3000	3000	3000		1740.41
4	3000	3000	3000		1318.00
5	3000	3000	3000		1771.49
1	4000	4000	4000		1413.68
2	4000	4000	4000		1741.70
3	4000	4000	4000		1727.72
4	4000	4000	4000		1783.05
5	4000	4000	4000		1714.17
1	5000	5000	5000		1597.61
2	5000	5000	5000		1941.36
3	5000	5000	5000		1948.03
4	5000	5000	5000		1940.44
5	5000	5000	5000		1765.93
1	6000	6000	6000		1979.00
2	6000	6000	6000		1961.84
3	6000	6000	6000		2018.31
4	6000	6000	6000		1948.47
5	6000	6000	6000		1965.81
1	8000	8000	8000		1842.08
2	8000	8000	8000		1896.52
3	8000	8000	8000		1809.32
4	8000	8000	8000		1865.87
5	8000	8000	8000		1853.24
1	10000	10000	10000		1945.10
2	10000	10000	10000		1944.79
3	10000	10000	10000		1963.53
4	10000	10000	10000		1959.98
5	10000	10000	10000		1935.94
1	12000	12000	12000		1903.61
2	12000	12000	12000		2007.19
3	12000	12000	12000		2018.76
4	12000	12000	12000		2010.04
5	12000	12000	12000		1928.10
