1	5000	5000	5000		136.327841
2	5000	5000	5000		136.440819
3	5000	5000	5000		136.197489
4	5000	5000	5000		136.000108
5	5000	5000	5000		136.029605
1	5000	5000	5000		136.339780
2	5000	5000	5000		136.054724
3	5000	5000	5000		136.253579
4	5000	5000	5000		136.284166
5	5000	5000	5000		136.515833
1	5000	5000	5000		136.350343
2	5000	5000	5000		136.378412
3	5000	5000	5000		136.261186
4	5000	5000	5000		136.503429
5	5000	5000	5000		136.088023
1	5000	5000	5000		136.275242
2	5000	5000	5000		136.282503
3	5000	5000	5000		136.208625
4	5000	5000	5000		136.208929
5	5000	5000	5000		136.290120
1	5000	5000	5000		136.201360
2	5000	5000	5000		135.824188
3	5000	5000	5000		136.107930
4	5000	5000	5000		134.968876
5	5000	5000	5000		136.310418
1	5000	5000	5000		135.027050
2	5000	5000	5000		136.378400
3	5000	5000	5000		136.348613
4	5000	5000	5000		136.367544
5	5000	5000	5000		136.372150
1	5000	5000	5000		136.541957
2	5000	5000	5000		135.903218
3	5000	5000	5000		136.485141
4	5000	5000	5000		135.836663
5	5000	5000	5000		136.493129
1	5000	5000	5000		136.086215
2	5000	5000	5000		135.001636
3	5000	5000	5000		136.066779
4	5000	5000	5000		135.928644
5	5000	5000	5000		136.054536
