1	5000	5000	5000		65.024928
2	5000	5000	5000		64.947509
3	5000	5000	5000		65.079029
4	5000	5000	5000		64.921242
5	5000	5000	5000		65.138190
1	5000	5000	5000		125.022973
2	5000	5000	5000		124.472626
3	5000	5000	5000		125.287943
4	5000	5000	5000		125.278632
5	5000	5000	5000		125.224357
1	5000	5000	5000		254.036055
2	5000	5000	5000		254.582229
3	5000	5000	5000		254.725199
4	5000	5000	5000		255.031261
5	5000	5000	5000		254.617673
1	5000	5000	5000		379.162132
2	5000	5000	5000		379.082224
3	5000	5000	5000		379.452915
4	5000	5000	5000		378.622459
5	5000	5000	5000		376.816201
1	5000	5000	5000		468.900940
2	5000	5000	5000		469.180756
3	5000	5000	5000		469.011818
4	5000	5000	5000		468.772213
5	5000	5000	5000		469.044775
1	5000	5000	5000		711.629745
2	5000	5000	5000		711.221310
3	5000	5000	5000		693.236766
4	5000	5000	5000		715.094478
5	5000	5000	5000		710.476759
1	5000	5000	5000		872.595653
2	5000	5000	5000		869.774093
3	5000	5000	5000		875.721663
4	5000	5000	5000		869.313395
5	5000	5000	5000		871.720872
1	5000	5000	5000		1090.142563
2	5000	5000	5000		1078.404879
3	5000	5000	5000		1092.946099
4	5000	5000	5000		1096.439965
5	5000	5000	5000		1101.926927
