1,,136.056900
1,,136.511995
1,,136.352330
1,,136.170366
1,,136.105867
2,,136.531966
2,,136.363998
2,,134.952669
2,,136.381756
2,,135.990677
4,,136.296762
4,,136.375949
4,,136.289472
4,,135.103438
4,,136.274269
6,,136.099589
6,,136.184602
6,,136.209192
6,,136.433451
6,,136.364587
8,,136.233889
8,,136.260491
8,,136.195958
8,,136.483956
8,,136.179567
12,,136.356049
12,,136.282610
12,,136.413462
12,,136.222906
12,,136.492397
16,,136.248137
16,,136.511769
16,,136.298442
16,,134.563203
16,,134.791549
24,,136.276680
24,,136.348005
24,,136.187414
24,,136.086905
24,,136.373401
