1,,126.059730
1,,126.727420
1,,126.909211
1,,125.994857
1,,126.439983
2,,219.690049
2,,219.640416
2,,220.086839
2,,219.645828
2,,219.059955
4,,462.935016
4,,461.439610
4,,460.829535
4,,459.045741
4,,464.132741
6,,645.146524
6,,644.841359
6,,646.796166
6,,639.817949
6,,646.609129
8,,884.101525
8,,884.834347
8,,882.953779
8,,885.323561
8,,881.965132
12,,1280.922481
12,,1278.538514
12,,1283.073543
12,,1276.715567
12,,1279.836581
16,,1640.179506
16,,1637.287689
16,,1637.026555
16,,1631.359842
16,,1629.986526
24,,2099.624389
24,,2096.748523
24,,2101.909696
24,,2088.457294
24,,2092.562721
