1,,68.707220
1,,68.246747
1,,68.596726
1,,68.435130
1,,68.620845
2,,65.335426
2,,67.001163
2,,68.578208
2,,68.448708
2,,68.625841
4,,68.553205
4,,68.668334
4,,68.313876
4,,68.311069
4,,68.656717
6,,67.471229
6,,68.194083
6,,68.038579
6,,67.932636
6,,68.668958
8,,68.225928
8,,68.358522
8,,68.689987
8,,68.371387
8,,68.650092
12,,68.187791
12,,68.422217
12,,67.886817
12,,68.676935
12,,68.705762
16,,68.378930
16,,68.577026
16,,68.215529
16,,68.711755
16,,68.498156
24,,68.418855
24,,68.206856
24,,68.463869
24,,68.628600
24,,68.801662
